NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05
010000600883,0100006,MARSHALL COUNTY,KATE D SMITH DAR HIGH SCHOOL,GRANT,AL,34.534520,-86.252580,7,42,1
010000600887,0100006,MARSHALL COUNTY,UNION GROVE ELEMENTARY SCHOOL,UNION GROVE,AL,34.400310,-86.446160,7,42,1
010000600986,0100006,MARSHALL COUNTY,MARSHALL ALTERNATIVE SCHOOL,GUNTERSVILLE,AL,34.305150,-86.287960,6,31,1
010000600987,0100006,MARSHALL COUNTY,MARSHALL TECHNICAL SCHOOL,GUNTERSVILLE,AL,34.305150,-86.287960,6,31,1
010000601413,0100006,MARSHALL COUNTY,ROBERT D SLOMAN PRIMARY,HORTON,AL,34.176670,-86.323240,7,42,1
010000601434,0100006,MARSHALL COUNTY,BRINDLEE MOUNTAIN MIDDLE SCHOOL,GUNTERSVILLE,AL,34.374600,-86.423100,7,42,1
010000601585,0100006,MARSHALL COUNTY,BRINDLEE MOUNTAIN HIGH SCHOOL,GUNTERSVILLE,AL,34.376550,-86.423240,7,42,1
010000601685,0100006,MARSHALL COUNTY,KATE D SMITH DAR ELEMENTARY SCHOOL,GRANT,AL,34.534520,-86.252580,7,42,1
010000601812,0100006,MARSHALL COUNTY,DOUGLAS MIDDLE SCHOOL,DOUGLAS,AL,34.176860,-86.320300,7,42,1
010000700091,0100007,HOOVER CITY,TRACE CROSSINGS ELEMENTARY SCHOOL,HOOVER,AL,33.346820,-86.843160,8,41,1
010000700248,0100007,HOOVER CITY,GREYSTONE ELEMENTARY SCHOOL,HOOVER,AL,33.414360,-86.659970,2,13,1
010000700251,0100007,HOOVER CITY,HOOVER HIGH SCHOOL,HOOVER,AL,33.347180,-86.843080,8,41,1
010000700337,0100007,HOOVER CITY,BERRY MIDDLE SCHOOL,HOOVER,AL,33.391900,-86.729600,2,13,1
010000700342,0100007,HOOVER CITY,SOUTH SHADES CREST ELEMENTARY SCHOOL,HOOVER,AL,33.337720,-86.876530,2,13,1
010000701422,0100007,HOOVER CITY,ROBERT F BUMPUS MIDDLE SCHOOL,HOOVER,AL,33.345230,-86.888670,8,41,1
010000701456,0100007,HOOVER CITY,SPAIN PARK HIGH SCHOOL,HOOVER,AL,33.386290,-86.728150,3,21,1
010000701483,0100007,HOOVER CITY,DEER VALLEY ELEMENTARY SCHOOL,HOOVER,AL,33.355340,-86.870630,2,13,1
010000701738,0100007,HOOVER CITY,BLUFF PARK ELEMENTARY SCHOOL,HOOVER,AL,33.410020,-86.854810,2,13,1
010000701739,0100007,HOOVER CITY,GREEN VALLEY ELEMENTARY SCHOOL,HOOVER,AL,33.397060,-86.807420,2,13,1
010000701740,0100007,HOOVER CITY,GWIN ELEMENTARY SCHOOL,HOOVER,AL,33.387420,-86.829540,2,13,1
010000701741,0100007,HOOVER CITY,IRA F SIMMONS MIDDLE SCHOOL,HOOVER,AL,33.387600,-86.828880,2,13,1
010000701742,0100007,HOOVER CITY,ROCKY RIDGE ELEMENTARY SCHOOL,HOOVER,AL,33.410100,-86.765280,3,21,1
010000701743,0100007,HOOVER CITY,SHADES MOUNTAIN ELEMENTARY SCHOOL,HOOVER,AL,33.428070,-86.824290,2,13,1
010000701825,0100007,HOOVER CITY,TRACE CROSSINGS MIDDLE SCHOOL,HOOVER,AL,,,2,N,7
010000702091,0100007,HOOVER CITY,RIVERCHASE ELEMENTARY SCHOOL,HOOVER,AL,33.356980,-86.809620,2,13,1
010000800303,0100008,MADISON CITY,HORIZON ELEMENTARY SCHOOL,MADISON,AL,34.707230,-86.713850,4,22,1
010000800495,0100008,MADISON CITY,DISCOVERY MIDDLE SCHOOL,MADISON,AL,34.739650,-86.741040,4,22,1
010000800831,0100008,MADISON CITY,BOB JONES HIGH SCHOOL,MADISON,AL,34.719450,-86.741650,4,22,1
010000800839,0100008,MADISON CITY,MADISON ELEMENTARY SCHOOL,MADISON,AL,34.696960,-86.750550,4,22,1
010000800851,0100008,MADISON CITY,WEST MADISON ELEMENTARY SCHOOL,MADISON,AL,34.721850,-86.750390,4,22,1
010000801423,0100008,MADISON CITY,HERITAGE ELEMENTARY SCHOOL,MADISON,AL,34.721770,-86.786260,4,22,1
010000801485,0100008,MADISON CITY,RAINBOW ELEMENTARY SCHOOL,MADISON,AL,34.755940,-86.731630,8,41,1
010000801798,0100008,MADISON CITY,LIBERTY MIDDLE SCHOOL,MADISON,AL,34.731880,-86.781820,8,41,1
010000802097,0100008,MADISON CITY,COLUMBIA ELEMENTARY SCHOOL,MADISON,AL,34.733510,-86.767580,4,22,1
010000901403,0100009,AL INST DEAF AND BLIND,AL SCHOOL FOR DEAF,TALLADEGA,AL,33.433280,-86.098400,6,32,1
010000901404,0100009,AL INST DEAF AND BLIND,AL SCHOOL FOR BLIND,TALLADEGA,AL,33.434670,-86.090450,6,32,1
010000901405,0100009,AL INST DEAF AND BLIND,HELEN KELLER SCHOOL,TALLADEGA,AL,33.461530,-86.090120,7,41,1
010000901406,0100009,AL INST DEAF AND BLIND,E H GENTRY TECH FAC,TALLADEGA,AL,33.425430,-86.116070,6,32,1
010001001407,0100010,AL SCH OF MATH AND SCIENCE,AL SCH OF MATH AND SCIENCE,MOBILE,AL,30.687500,-88.064150,2,12,1
010001102094,0100011,LEEDS CITY,LEEDS ELEMENTARY SCHOOL,LEEDS,AL,33.551810,-86.537030,3,31,1
010001102095,0100011,LEEDS CITY,LEEDS MIDDLE SCHOOL,LEEDS,AL,33.556930,-86.556260,3,31,1
010001102096,0100011,LEEDS CITY,LEEDS HIGH SCHOOL,LEEDS,AL,33.549290,-86.537390,3,31,1
010001200123,0100012,BOAZ CITY,BOAZ MIDDLE SCHOOL,BOAZ,AL,34.213460,-86.160330,6,31,1
010001200874,0100012,BOAZ CITY,BOAZ HIGH SCHOOL,BOAZ,AL,34.210600,-86.165010,6,31,1
010001200884,0100012,BOAZ CITY,CORLEY ELEMENTARY SCHOOL,BOAZ,AL,34.206300,-86.176030,6,31,1
010001201630,0100012,BOAZ CITY,BOAZ INTERMEDIATE SCHOOL,BOAZ,AL,34.213280,-86.160330,6,31,1
010001201781,0100012,BOAZ CITY,BOAZ ELEMENTARY SCHOOL,BOAZ,AL,34.206080,-86.179210,7,41,1
010001300714,0100013,TRUSSVILLE CITY,HEWITT-TRUSSVILLE MIDDLE SCHOOL,TRUSSVILLE,AL,33.627630,-86.605370,3,21,5
010001301498,0100013,TRUSSVILLE CITY,PAINE INTERMEDIATE SCHOOL,TRUSSVILLE,AL,33.649910,-86.565240,8,41,5
010001301502,0100013,TRUSSVILLE CITY,PAINE PRIMARY SCHOOL,TRUSSVILLE,AL,33.647560,-86.568550,8,41,5
010001301682,0100013,TRUSSVILLE CITY,HEWITT-TRUSSVILLE HIGH SCHOOL,TRUSSVILLE,AL,33.656520,-86.595230,8,41,5
010001401826,0100014,AL CLINICAL ENTERPRISES,ALABAMA CLINICAL ENTERPRISES,BIRMINGHAM,AL,33.584100,-86.648300,1,21,4
010001501827,0100015,AL BOYS INDUSTRIAL SCHOOL,SAFETYNET ACADEMY,MINTER,AL,32.112400,-87.078300,7,43,4
010001601828,0100016,BRYCE ADOLESCENT SCHOOL,BRYCE ADOLESCENT SCHOOL,TUSCALOOSA,AL,33.208200,-87.537400,2,13,4
010001701829,0100017,SEARCY HOSPITAL,SEARCY HOSPITAL,MT VERNON,AL,31.085500,-88.032500,8,42,4
010001802104,0100018,ALABAMA SCHOOL OF FINE ARTS,ALABAMA SCHOOL OF FINE ARTS,BIRMINGHAM,AL,33.520100,-86.813220,1,12,1
010001901830,0100019,UCP OF GREATER BIRMINGHAM,UCP OF GREATER BIRMINGHAM,BIRMINGHAM,AL,33.528600,-86.807500,1,12,4
010002001831,0100020,BOYD SCHOOL,BOYD SCHOOL,GREEN POND,AL,33.217400,-87.126100,8,42,4
010002101832,0100021,BREWER PORCH CHILDREN'S CENTER,BREWER PORCH CHILDREN'S CENTER,TUSCALOOSA,AL,33.217700,-87.545500,2,13,4
010002201833,0100022,THREE SPRINGS COURTLAND SCHOOL,THREE SPRINGS COURTLAND SCHOOL,COURTLAND,AL,34.657600,-87.304900,8,42,4
010002301834,0100023,THREE SPRINGS MADISON SCHOOL,THREE SPRINGS MADISON SCHOOL,MADISON,AL,34.722300,-86.778200,4,22,4
010002401835,0100024,THREE SPRINGS NEW BEGINNINGS,THREE SPRINGS NEW BEGINNINGS,OWENS CROSSROADS,AL,34.580100,-86.440400,8,42,4
010002501836,0100025,THREE SPRINGS WILDERNESS SCHOOL,THREE SPRINGS WILDERNESS SCHOOL,TRENTON,AL,34.743300,-86.253000,7,42,4
010002601837,0100026,THREE SPRINGS TUSKEGEE,THREE SPRINGS TUSKEGEE,TUSKEGEE,AL,32.375500,-85.659100,6,42,4
010002701838,0100027,EXCELL INSTITUTE,EXCELL INSTITUTE,GADSDEN,AL,34.074700,-85.935200,2,41,4
010002801839,0100028,TRIWILL PORTACRAS,TRIWILL PORTACRAS,GREEN POND,AL,33.225000,-87.126300,8,42,4
010002901840,0100029,THREE SPRINGS NEW DIRECTION,THREE SPRINGS NEW DIRECTION,HUNTSVILLE,AL,34.801200,-86.720800,4,22,4
010003000001,0100030,ALEXANDER CITY,ALEXANDER CITY MIDDLE SCHOOL,ALEXANDER CITY,AL,32.944930,-85.950960,6,32,1
010003000003,0100030,ALEXANDER CITY,BENJAMIN RUSSELL HIGH SCHOOL,ALEXANDER CITY,AL,32.938190,-85.952180,6,32,1
010003000004,0100030,ALEXANDER CITY,JIM PEARSON ELEMENTARY SCHOOL,ALEXANDER CITY,AL,32.935430,-85.930600,7,41,1
010003000005,0100030,ALEXANDER CITY,NATHANIEL H STEPHENS ELEMENTARY SCHOOL,ALEXANDER CITY,AL,32.955230,-85.949170,6,32,1
010003000006,0100030,ALEXANDER CITY,WILLIAM L RADNEY ELEMENTARY SCHOOL,ALEXANDER CITY,AL,32.931430,-85.970230,7,41,1
010003101841,0100031,CAHABA CENTER FOR MH MR,CAMP SAYLA,ABBEVILLE,AL,31.599000,-85.225900,8,42,4
010003201842,0100032,BRADFORD OAK MOUNTAIN,BRADFORD OAK MOUNTAIN,PELHAM,AL,33.309800,-86.783500,8,41,4
010003301843,0100033,GLENWOOD MENTAL HEALTH SERVICE,GLENWOOD MENTAL HEALTH SERVICE,BIRMINGHAM,AL,33.481200,-86.664700,8,41,4
010003401844,0100034,HIGDON HILL,HIGDON HILL,BIRMINGHAM,AL,33.549100,-86.730500,1,12,4
010003501845,0100035,LEARNING TREE INC,LEARNING TREE INC SEMMES,SEMMES,AL,30.793700,-88.226700,8,41,4
010003501846,0100035,LEARNING TREE INC,LEARNING TREE INC WEBB,JACKSONVILLE,AL,33.921000,-85.726300,4,42,4
010003601847,0100036,LEE COUNTY YOUTH DEVELOPMENT CENTER,LEE COUNTY YOUTH DEVELOPMENT CENTER,OPELIKA,AL,32.387700,-85.223700,2,42,4
010003701848,0100037,BAY POINT CENTER,BAY POINT CENTER,MOBILE,AL,30.621700,-88.339700,8,41,4
010003801849,0100038,PATHWAY INC,PATHWAY INC,ENTERPRISE,AL,31.412100,-85.866400,6,41,4
010003901850,0100039,PRESBYTERIAN HOME FOR CHILDREN,HOPE ACADEMY,TALLADEGA,AL,33.384600,-86.047600,6,41,4
010004001851,0100040,BRANTWOOD CHILDREN'S HOME,GROUP HOMES FOR CHILDREN INC,MONTGOMERY,AL,32.359800,-86.308800,2,12,4
010004101852,0100041,DEVELOPING ALABAMA YOUTH PROG,DEVELOPING ALABAMA YOUTH PROG,ALABASTER,AL,33.228200,-86.813500,3,41,4
010004201853,0100042,LAUREL OAKS BEHAVIORAL HEALTH CENTER,LAUREL OAKS BEHAVIORAL HEALTH CENTER,DOTHAN,AL,31.204600,-85.384000,2,13,4
010004301854,0100043,MOUNTAINVIEW HOSPITAL,MOUNTAINVIEW HOSPITAL,GADSDEN,AL,34.069400,-86.020500,8,41,4
010004401855,0100044,THE RUSHTON SCHOOL,THE RUSHTON SCHOOL,BIRMINGHAM,AL,33.546700,-86.758000,1,12,4
010006000007,0100060,ANDALUSIA CITY,ANDALUSIA HIGH SCHOOL,ANDALUSIA,AL,31.313740,-86.470800,6,33,1
010006000008,0100060,ANDALUSIA CITY,ANDALUSIA MIDDLE SCHOOL,ANDALUSIA,AL,31.328100,-86.483400,6,33,1
010006001467,0100060,ANDALUSIA CITY,ANDALUSIA ELEMENTARY SCHOOL,ANDALUSIA,AL,31.312000,-86.517230,6,41,1
010009000011,0100090,ANNISTON CITY,ANNISTON HIGH SCHOOL,ANNISTON,AL,33.662370,-85.819760,2,13,1
010009000015,0100090,ANNISTON CITY,CONSTANTINE ELEMENTARY SCHOOL,ANNISTON,AL,33.632730,-85.833450,2,13,1
010009000017,0100090,ANNISTON CITY,GOLDEN SPRINGS ELEMENTARY SCHOOL,ANNISTON,AL,33.631390,-85.774920,2,13,1
010009000020,0100090,ANNISTON CITY,RANDOLPH PARK ELEMENTARY SCHOOL,ANNISTON,AL,33.665860,-85.858790,2,13,1
010009000021,0100090,ANNISTON CITY,TENTH STREET ELEMENTARY SCHOOL,ANNISTON,AL,33.657190,-85.810440,2,13,1
010009001246,0100090,ANNISTON CITY,ANNISTON CITY BOOT CAMP SCHOOL,ANNISTON,AL,33.708510,-85.821060,2,13,1
010009001249,0100090,ANNISTON CITY,GOALS ALTERNATIVE SCHOOL,ANNISTON,AL,33.662370,-85.819760,2,13,1
010009001725,0100090,ANNISTON CITY,ANNISTON MIDDLE SCHOOL,ANNISTON,AL,33.708460,-85.821080,2,13,1
010009001782,0100090,ANNISTON CITY,COBB ELEMENTARY SCHOOL,ANNISTON,AL,33.661440,-85.840630,2,13,1
010010000022,0100100,ARAB CITY,ARAB ELEMENTARY SCHOOL,ARAB,AL,34.328670,-86.493610,7,41,1
010010000025,0100100,ARAB CITY,ARAB PRIMARY SCHOOL,ARAB,AL,34.332980,-86.496500,6,32,1
010010000027,0100100,ARAB CITY,ARAB JUNIOR HIGH SCHOOL,ARAB,AL,34.312850,-86.511340,7,41,1
010010000028,0100100,ARAB CITY,ARAB HIGH SCHOOL,ARAB,AL,34.328660,-86.488190,7,41,1
010012000522,0100120,ATHENS CITY,ATHENS INTERMEDIATE SCHOOL,ATHENS,AL,34.790810,-86.995560,4,31,1
010012001471,0100120,ATHENS CITY,ATHENS ELEMENTARY SCHOOL,ATHENS,AL,34.808190,-86.973180,4,31,1
010012001472,0100120,ATHENS CITY,ATHENS HIGH SCHOOL,ATHENS,AL,34.804190,-86.950910,8,41,1
010012001473,0100120,ATHENS CITY,ATHENS MIDDLE SCHOOL,ATHENS,AL,34.797130,-86.969140,4,31,1
010012001474,0100120,ATHENS CITY,JAMES L COWART ELEMENTARY SCHOOL,ATHENS,AL,34.805330,-86.993870,4,31,1
010012001475,0100120,ATHENS CITY,JULIAN NEWMAN ELEMENTARY SCHOOL,ATHENS,AL,34.797030,-86.962950,4,31,1
010012001758,0100120,ATHENS CITY,BROOKHILL ELEMENTARY SCHOOL,ATHENS,AL,34.784300,-86.964170,4,31,1
010018000032,0100180,ATTALLA CITY,CURTISTON PRIMARY SCHOOL,ATTALLA,AL,33.998480,-86.125430,8,41,1
010018000033,0100180,ATTALLA CITY,ETOWAH HIGH SCHOOL,ATTALLA,AL,33.994580,-86.112580,4,23,1
010018000034,0100180,ATTALLA CITY,ETOWAH MIDDLE SCHOOL,ATTALLA,AL,34.017030,-86.097810,4,23,1
010018000035,0100180,ATTALLA CITY,STOWERS HILL INTERMEDIATE SCHOOL,ATTALLA,AL,34.013360,-86.103080,4,23,1
010021000036,0100210,AUBURN CITY,AUBURN HIGH SCHOOL,AUBURN,AL,32.595370,-85.461710,2,13,1
010021000037,0100210,AUBURN CITY,AUBURN JUNIOR HIGH SCHOOL,AUBURN,AL,32.598540,-85.476020,2,13,1
010021000039,0100210,AUBURN CITY,CARY WOODS ELEMENTARY SCHOOL,AUBURN,AL,32.621510,-85.484540,2,13,1
010021000040,0100210,AUBURN CITY,DEAN ROAD ELEMENTARY SCHOOL,AUBURN,AL,32.600780,-85.464730,2,13,1
010021000041,0100210,AUBURN CITY,DRAKE MIDDLE SCHOOL,AUBURN,AL,32.618970,-85.493120,2,13,1
010021000042,0100210,AUBURN CITY,WRIGHTS MILL ROAD ELEMENTARY SCHOOL,AUBURN,AL,32.588670,-85.472730,2,13,1
010021000053,0100210,AUBURN CITY,AUBURN EARLY EDUCATION CENTER,AUBURN,AL,32.584030,-85.467210,2,13,1
010021001254,0100210,AUBURN CITY,OGLETREE SCHOOL,AUBURN,AL,32.562850,-85.457440,8,41,1
010021001259,0100210,AUBURN CITY,MARGARET YARBROUGH SCHOOL,AUBURN,AL,32.630690,-85.497780,2,13,1
010021001263,0100210,AUBURN CITY,AUBURN FARM CENTER,AUBURN,AL,32.547980,-85.558350,8,41,1
010024000045,0100240,AUTAUGA COUNTY,BILLINGSLEY HIGH SCHOOL,BILLINGSLEY,AL,32.660690,-86.701730,8,43,1
010024000046,0100240,AUTAUGA COUNTY,MARBURY SCHOOL,MARBURY,AL,32.696760,-86.383020,8,42,1
010024000047,0100240,AUTAUGA COUNTY,PRATTVILLE ELEMENTARY SCHOOL,PRATTVILLE,AL,32.452730,-86.454900,4,31,1
010024000048,0100240,AUTAUGA COUNTY,PRATTVILLE HIGH SCHOOL,PRATTVILLE,AL,32.496070,-86.474600,8,41,1
010024000049,0100240,AUTAUGA COUNTY,PRATTVILLE JUNIOR HIGH SCHOOL,PRATTVILLE,AL,32.484450,-86.469860,4,31,1
010024000050,0100240,AUTAUGA COUNTY,PRATTVILLE INTERMEDIATE SCHOOL,PRATTVILLE,AL,32.454540,-86.450600,4,31,1
010024000051,0100240,AUTAUGA COUNTY,PRATTVILLE PRIMARY SCHOOL,PRATTVILLE,AL,32.463300,-86.469020,4,31,1
010024000543,0100240,AUTAUGA COUNTY,PINE LEVEL ELEMENTARY SCHOOL,DEATSVILLE,AL,32.587930,-86.464250,8,42,1
010024000546,0100240,AUTAUGA COUNTY,DANIEL PRATT ELEMENTARY SCHOOL,PRATTVILLE,AL,32.452410,-86.424820,4,31,1
010024000587,0100240,AUTAUGA COUNTY,AUTAUGA COUNTY ALTERNATIVE SCHOOL,PRATTVILLE,AL,32.457630,-86.454790,4,31,1
010024000590,0100240,AUTAUGA COUNTY,AUTAUGA COUNTY TECHNOLOGY CENTER,PRATTVILLE,AL,32.495740,-86.475020,8,41,1
010024001408,0100240,AUTAUGA COUNTY,AUTAUGAVILLE SCHOOL,AUTAUGAVILLE,AL,32.433480,-86.660190,8,42,1
010024001550,0100240,AUTAUGA COUNTY,LOUISE M SMITH DEVELOPMENT CENTER,PRATTVILLE,AL,32.448050,-86.428300,4,31,1
010024001639,0100240,AUTAUGA COUNTY,PRATTVILLE KINDERGARTEN SCHOOL,PRATTVILLE,AL,32.457710,-86.466980,4,31,1
010027000002,0100270,BALDWIN COUNTY,BALDWIN COUNTY REGIONAL DETENTION CENTER,BAY MINETTE,AL,30.888680,-87.773780,6,32,1
010027000012,0100270,BALDWIN COUNTY,BAY MINETTE MIDDLE SCHOOL,BAY MINETTE,AL,30.888680,-87.773780,6,32,1
010027000013,0100270,BALDWIN COUNTY,DAPHNE MIDDLE SCHOOL,DAPHNE,AL,30.616650,-87.868800,6,41,1
010027000023,0100270,BALDWIN COUNTY,GULF SHORES MIDDLE SCHOOL,GULF SHORES,AL,30.268030,-87.684230,7,41,1
010027000024,0100270,BALDWIN COUNTY,ROBERTSDALE HIGH SCHOOL,ROBERTSDALE,AL,30.540380,-87.707870,6,32,1
010027000056,0100270,BALDWIN COUNTY,DAPHNE ELEMENTARY SOUTH,DAPHNE,AL,30.590930,-87.902540,6,31,1
010027000057,0100270,BALDWIN COUNTY,ELBERTA MIDDLE SCHOOL,ELBERTA,AL,30.419460,-87.598710,7,41,1
010027000058,0100270,BALDWIN COUNTY,ELSANOR SCHOOL,ROBERTSDALE,AL,30.567180,-87.624480,7,42,1
010027000059,0100270,BALDWIN COUNTY,FAIRHOPE MIDDLE SCHOOL,FAIRHOPE,AL,30.530870,-87.902640,6,31,1
010027000060,0100270,BALDWIN COUNTY,FOLEY MIDDLE SCHOOL,FOLEY,AL,30.408190,-87.687530,6,32,1
010027000062,0100270,BALDWIN COUNTY,PERDIDO ELEMENTARY SCHOOL,PERDIDO,AL,31.002080,-87.622790,7,42,1
010027000065,0100270,BALDWIN COUNTY,ROSINTON SCHOOL,ROBERTSDALE,AL,30.618450,-87.686680,7,42,1
010027000066,0100270,BALDWIN COUNTY,SILVERHILL SCHOOL,SILVERHILL,AL,30.543540,-87.752760,7,41,1
010027000067,0100270,BALDWIN COUNTY,SPANISH FORT SCHOOL,SPANISH FORT,AL,30.673910,-87.905570,6,31,1
010027000068,0100270,BALDWIN COUNTY,STAPLETON SCHOOL,STAPLETON,AL,30.742610,-87.791210,7,42,1
010027000069,0100270,BALDWIN COUNTY,SUMMERDALE SCHOOL,SUMMERDALE,AL,30.486970,-87.696160,7,42,1
010027000070,0100270,BALDWIN COUNTY,SWIFT CONSOLIDATED ELEMENTARY SCHOOL,BON SECOUR,AL,30.315750,-87.728930,7,42,1
010027000100,0100270,BALDWIN COUNTY,FAIRHOPE HIGH SCHOOL,FAIRHOPE,AL,30.498780,-87.886180,7,41,1
010027000162,0100270,BALDWIN COUNTY,CENTRAL BALDWIN MIDDLE SCHOOL,ROBERTSDALE,AL,30.590390,-87.731130,7,41,1
010027000166,0100270,BALDWIN COUNTY,FAIRHOPE K-1 CENTER,FAIRHOPE,AL,30.520890,-87.905740,6,31,1
010027000549,0100270,BALDWIN COUNTY,ORANGE BEACH ELEMENTARY SCHOOL,ORANGE BEACH,AL,30.296450,-87.558590,7,42,1
010027000550,0100270,BALDWIN COUNTY,ROCKWELL ELEMENTARY SCHOOL,SPANISH FORT,AL,30.676580,-87.855500,7,41,1
010027000625,0100270,BALDWIN COUNTY,ELBERTA ELEMENTARY SCHOOL,ELBERTA,AL,30.414330,-87.586860,7,42,1
010027000641,0100270,BALDWIN COUNTY,GULF SHORES HIGH SCHOOL,GULF SHORES,AL,30.268020,-87.682460,7,41,1
010027000648,0100270,BALDWIN COUNTY,MAGNOLIA SCHOOL,FOLEY,AL,30.412620,-87.742660,7,41,1
010027000660,0100270,BALDWIN COUNTY,J LARRY NEWTON SCHOOL,FAIRHOPE,AL,30.472320,-87.857150,7,41,1
010027000661,0100270,BALDWIN COUNTY,VAUGHN SCHOOL,STOCKTON,AL,31.031370,-87.860260,7,42,1
010027000664,0100270,BALDWIN COUNTY,NORTH BALDWIN CENTER FOR TECHNOLOGY,BAY MINETTE,AL,30.866440,-87.783060,6,32,1
010027000665,0100270,BALDWIN COUNTY,SOUTH BALDWIN CENTER FOR TECHNOLOGY,ROBERTSDALE,AL,30.548910,-87.696370,6,32,1
010027001477,0100270,BALDWIN COUNTY,GULF SHORES ELEMENTARY SCHOOL,GULF SHORES,AL,30.269120,-87.681340,7,41,1
010027001554,0100270,BALDWIN COUNTY,BALDWIN COUNTY ALTERNATIVE SCHOOL,FAIRHOPE,AL,30.501840,-87.904130,7,31,1
010027001707,0100270,BALDWIN COUNTY,BAY MINETTE INTERMEDIATE SCHOOL,BAY MINETTE,AL,30.865600,-87.783150,7,41,1
010027001708,0100270,BALDWIN COUNTY,BAY MINETTE ELEMENTARY SCHOOL,BAY MINETTE,AL,30.890620,-87.776470,6,32,1
010027001709,0100270,BALDWIN COUNTY,DAPHNE ELEMENTARY NORTH,DAPHNE,AL,30.612310,-87.902840,6,31,1
010027001710,0100270,BALDWIN COUNTY,FAIRHOPE INTERMEDIATE SCHOOL,FAIRHOPE,AL,30.523780,-87.878580,6,31,1
010027001711,0100270,BALDWIN COUNTY,FAIRHOPE PRIMARY SCHOOL,FAIRHOPE,AL,30.525430,-87.875480,6,31,1
010027001712,0100270,BALDWIN COUNTY,FOLEY ELEMENTARY SCHOOL,FOLEY,AL,30.408580,-87.690730,6,32,1
010027001713,0100270,BALDWIN COUNTY,FOLEY INTERMEDIATE SCHOOL,FOLEY,AL,30.385490,-87.692120,7,41,1
010027001714,0100270,BALDWIN COUNTY,LOXLEY ELEMENTARY SCHOOL,LOXLEY,AL,30.613520,-87.758940,7,42,1
010027001715,0100270,BALDWIN COUNTY,PINE GROVE ELEMENTARY SCHOOL,BAY MINETTE,AL,30.866300,-87.751100,7,41,1
010027001716,0100270,BALDWIN COUNTY,ROBERTSDALE ELEMENTARY SCHOOL,ROBERTSDALE,AL,30.552710,-87.698620,6,32,1
010027001759,0100270,BALDWIN COUNTY,DAPHNE HIGH SCHOOL,DAPHNE,AL,30.640240,-87.863730,6,31,1
010027001783,0100270,BALDWIN COUNTY,DELTA ELEMENTARY SCHOOL,BAY MINETTE,AL,30.788480,-87.847930,7,42,1
010027001784,0100270,BALDWIN COUNTY,FOLEY HIGH SCHOOL,FOLEY,AL,30.381240,-87.687060,7,41,1
010027001810,0100270,BALDWIN COUNTY,BALDWIN COUNTY HIGH SCHOOL,BAY MINETTE,AL,30.894090,-87.793050,7,41,1
